No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Section,No plan,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Surface terrain
1,05/03/2024,Vente,6500.0,5.0,RUE,1020,ROBERT SURMONT,72400.0,LA FERTE BERNARD,72,132,BH,70,0,3.0,Dépendance,0.0,0.0,S,31.0
1,14/03/2024,Vente,120000.0,69.0,RUE,1150,GENERAL LEMAROIS,50000.0,SAINT-LO,50,502,CP,41,0,1.0,Maison,72.0,5.0,S,366.0
1,18/06/2024,Vente,415300.0,10.0,RUE,0615,DES BATELIERS,93400.0,SAINT-OUEN-SUR-SEINE,93,70,J,60,1,2.0,Appartement,65.0,3.0,,
1,17/06/2024,Vente,148000.0,30.0,AV,0860,DU TONKIN,64140.0,LONS,64,348,BB,147,1,3.0,Dépendance,0.0,0.0,,
1,28/06/2024,Vente,65000.0,3.0,RUE,5490,DU VIEUX CARNEL,56100.0,LORIENT,56,121,CE,7,1,3.0,Dépendance,0.0,0.0,,
1,14/06/2024,Vente,170000.0,19.0,RUE,0275,DE L'EUROPE,40390.0,ST-MARTIN-DE-HINX,40,272,H,1811,4,3.0,Dépendance,0.0,0.0,,
1,26/01/2024,Vente,258000.0,35.0,RUE,2300,JEAN MACE,29200.0,BREST,29,19,CE,111,1,3.0,Dépendance,0.0,0.0,,
1,09/02/2024,Vente,208600.0,11.0,RUE,0130,DE LA FEE MELUSINE,86470.0,BOIVRE-LA-VALLEE,86,123,AD,43,0,1.0,Maison,200.0,7.0,S,500.0
1,22/01/2024,Vente en l'état futur d'achèvement,390000.0,80.0,RUE,0400,FRANKLIN,69120.0,VAULX EN VELIN,69,256,AR,571,0,1.0,Maison,110.0,5.0,S,235.0
1,30/04/2024,Vente,96000.0,143.0,RUE,4360,DE PREIZE,10000.0,TROYES,10,387,BM,647,2,3.0,Dépendance,0.0,0.0,,
1,16/02/2024,Vente,177500.0,57.0,AV,4380,JEAN JAURES,21000.0,DIJON,21,231,DI,97,1,2.0,Appartement,82.0,3.0,,
1,21/03/2024,Vente,15000.0,5722.0,,B465,DOMAINE DE LA POULINIERE,35390.0,SAINTE-ANNE-SUR-VILAINE,35,249,ZX,66,0,3.0,Dépendance,0.0,0.0,T,3780.0
1,09/02/2024,Vente,40000.0,13.0,RUE,0830,ELOY CHAPSAL,15000.0,AURILLAC,15,14,AD,118,2,2.0,Appartement,53.0,3.0,,
1,14/05/2024,Vente,750000.0,62.0,GR,0680,GRANDE RUE,78550.0,HOUDAN,78,310,AB,358,0,4.0,Local industriel. commercial ou assimilé,55.0,0.0,S,128.0
1,27/06/2024,Vente,281500.0,6.0,CHE,0902,DES FINS SUD,74000.0,ANNECY,74,10,EI,52,2,2.0,Appartement,46.0,2.0,,
1,27/06/2024,Vente,15031893.0,37.0,AV,0374,LOUIS BREGUET,78140.0,VELIZY VILLACOUBLAY,78,640,AM,570,0,3.0,Dépendance,0.0,0.0,S,1338.0
1,19/02/2024,Vente,64910.0,60.0,AV,2590,DU PRESIDENT DOUMER,3200.0,VICHY,03,310,AK,120,2,3.0,Dépendance,0.0,0.0,,
1,29/05/2024,Vente,65000.0,31.0,RUE,0399,VALERIANI,59920.0,QUIEVRECHAIN,59,484,AH,244,0,1.0,Maison,82.0,4.0,S,172.0
1,18/04/2024,Vente,1085000.0,132.0,,B022,CHAGNAUD,24240.0,MONESTIER,24,276,B,667,0,3.0,Dépendance,0.0,0.0,S,1500.0
1,27/05/2024,Vente,78500.0,1.0,RUE,1370,MICHELET,52100.0,SAINT-DIZIER,52,448,BH,47,2,3.0,Dépendance,0.0,0.0,,
1,25/06/2024,Vente,510000.0,10.0,PL,2330,DU VIEUX PRE,28100.0,DREUX,28,134,BC,297,0,1.0,Maison,215.0,7.0,AG,200.0
1,19/02/2024,Vente,45000.0,5.0,RTE,0007,DE LA FONTAINE,87460.0,SAINT-JULIEN-LE-PETIT,87,153,AB,76,0,1.0,Maison,60.0,3.0,S,443.0
1,27/02/2024,Vente,138000.0,505.0,AV,0415,DES FRERES GUIGUET,38630.0,CORBELIN,38,124,AI,136,0,1.0,Maison,58.0,3.0,S,47.0
1,29/03/2024,Vente,232000.0,22.0,RUE,0270,DANTON,29480.0,LE RELECQ-KERHUON,29,235,AC,36,0,1.0,Maison,101.0,4.0,S,500.0
1,16/04/2024,Vente,262700.0,9022.0,,B155,PIERREFITTE HAM,91150.0,ETAMPES,91,223,BI,302,0,1.0,Maison,120.0,4.0,S,2090.0
1,27/05/2024,Vente,88500.0,94.0,AV,0805,DES PUGETS,6700.0,SAINT LAURENT DU VAR,06,123,AX,71,1,2.0,Appartement,27.0,1.0,,
1,04/04/2024,Vente,160000.0,1152.0,AV,0276,DU CAMPON,6110.0,LE CANNET,06,30,AL,519,1,3.0,Dépendance,0.0,0.0,,
1,23/02/2024,Vente,115000.0,28.0,RUE,7105,DE LA PAIX,94300.0,VINCENNES,94,80,A,225,2,3.0,Dépendance,0.0,0.0,,
1,28/06/2024,Vente,12825.0,9001.0,RUE,0400,CESAR CAMPINCHI,20200.0,BASTIA,2B,33,AB,73,2,4.0,Local industriel. commercial ou assimilé,20.0,0.0,,
1,09/02/2024,Vente,8000.0,20.0,AV,0342,DES BAS CHAUMIERS,91170.0,VIRY CHATILLON,91,687,AW,615,1,3.0,Dépendance,0.0,0.0,,
1,28/06/2024,Vente,23000.0,10.0,AV,2542,JEAN MONNET,91300.0,MASSY,91,377,BP,103,1,3.0,Dépendance,0.0,0.0,,
1,22/01/2024,Vente,130000.0,7.0,CRS,0114,DE LA GARONNE,77700.0,SERRIS,77,449,AC,240,1,4.0,Local industriel. commercial ou assimilé,19.0,0.0,,
1,05/06/2024,Vente,849550.0,27.0,RUE,7140,DES PAVILLONS,92800.0,PUTEAUX,92,62,S,134,2,2.0,Appartement,87.0,3.0,,
1,09/04/2024,Vente,625000.0,23.0,RUE,3740,DU PONT ST JEAN,24100.0,BERGERAC,24,37,DL,251,0,2.0,Appartement,69.0,3.0,S,473.0
1,18/06/2024,Vente,173950.0,144.0,RUE,0220,D HENIN BEAUMONT,62580.0,BAILLEUL SIRE BERTHOULT,62,73,AM,241,0,3.0,Dépendance,0.0,0.0,S,962.0
1,05/03/2024,Vente,129000.0,8.0,BD,0060,BEAUMARCHAIS,78330.0,FONTENAY LE FLEURY,78,242,AC,9,1,2.0,Appartement,67.0,2.0,,
1,31/05/2024,Vente,173000.0,9001.0,RUE,0938,DES CAMPANULES,49300.0,CHOLET,49,99,CY,912,1,3.0,Dépendance,0.0,0.0,,
1,01/03/2024,Vente,115000.0,5.0,RUE,8740,VERNOUX,26000.0,VALENCE,26,362,AB,247,1,2.0,Appartement,52.0,2.0,,
1,14/05/2024,Vente,325000.0,26.0,RUE,0023,DE L ECOLE,41100.0,AREINES,41,3,A,1309,0,3.0,Dépendance,0.0,0.0,S,654.0
1,14/06/2024,Vente,75000.0,41.0,RTE,0105,DE MARBOZ,1270.0,VILLEMOTIER,01,445,ZL,197,1,2.0,Appartement,44.0,2.0,,
1,19/06/2024,Vente,208000.0,9003.0,RTE,0570,DE CHATEAUFORT,91190.0,GIF SUR YVETTE,91,272,CE,4,1,3.0,Dépendance,0.0,0.0,,
1,06/06/2024,Vente,215000.0,25.0,AV,0416,DE SUMMERN,62840.0,LAVENTIE,62,491,AM,32,0,1.0,Maison,114.0,5.0,S,826.0
1,17/06/2024,Vente,25000.0,1.0,SQ,4459,JEAN HEURTIN,44000.0,NANTES,44,109,CS,72,1,3.0,Dépendance,0.0,0.0,,
1,28/02/2024,Vente,525000.0,33.0,RUE,0780,DU CAPITAINE GUYNEMER,64000.0,PAU,64,445,CO,37,0,2.0,Appartement,57.0,2.0,S,252.0
1,14/06/2024,Vente,430000.0,325.0,CHE,0029,DE LA PONCHE,83340.0,LE THORONET,83,136,BD,545,0,1.0,Maison,90.0,3.0,S,507.0
1,24/05/2024,Vente,90000.0,324.0,RUE,0792,DE GRINHARD,53100.0,MAYENNE,53,147,AP,504,0,1.0,Maison,94.0,5.0,S,335.0
1,03/04/2024,Vente,276000.0,53.0,AV,1170,DU MAL FOCH,78400.0,CHATOU,78,146,AR,429,2,2.0,Appartement,48.0,2.0,,
1,08/01/2024,Adjudication,25000.0,23.0,RUE,0075,DU PETIT VILLARD,39260.0,VILLARDS-D'HERIA,39,561,AB,326,0,2.0,Appartement,37.0,2.0,S,649.0
1,28/06/2024,Vente,265000.0,19.0,RUE,0050,ANTONIO VIVALDI,66440.0,TORREILLES,66,212,AE,94,0,1.0,Maison,83.0,3.0,S,350.0
1,05/02/2024,Vente,238150.0,19.0,RUE,6440,DU DOCTEUR SALADIN,7200.0,AUBENAS,07,19,B,1100,0,3.0,Dépendance,0.0,0.0,S,255.0
1,27/02/2024,Vente,111865.0,9.0,RUE,2230,DE LA TANNERIE,40000.0,MONT-DE-MARSAN,40,192,AB,817,1,3.0,Dépendance,0.0,0.0,,
1,28/03/2024,Vente,136000.0,21.0,AV,0178,D ITALIE,84170.0,MONTEUX,84,80,M,2358,2,3.0,Dépendance,0.0,0.0,,
1,06/05/2024,Vente,110700.0,3.0,,B565,LA GAUTRIE,53100.0,CHATILLON SUR COLMONT,53,64,YO,55,0,3.0,Dépendance,0.0,0.0,J,564.0
1,12/04/2024,Vente,200000.0,12.0,RUE,6095,DE MARSEILLE,33000.0,BORDEAUX,33,63,LV,235,1,3.0,Dépendance,0.0,0.0,,
1,04/01/2024,Vente,290000.0,34.0,RUE,0171,GEORGES DANTON,78260.0,ACHERES,78,5,BH,446,0,1.0,Maison,151.0,6.0,S,503.0
1,07/02/2024,Vente,185200.0,17.0,RUE,0060,DU CALVAIRE,62130.0,LA THIEULOYE,62,813,B,740,0,1.0,Maison,83.0,3.0,S,1000.0
1,03/05/2024,Vente,170000.0,5.0,RUE,2570,ROLLINAT,36000.0,CHATEAUROUX,36,44,CL,179,0,3.0,Dépendance,0.0,0.0,S,120.0
1,12/04/2024,Vente,105000.0,13.0,RUE,0905,DE LA MARE,50500.0,CARENTAN LES MARAIS,50,99,AD,114,0,1.0,Maison,95.0,5.0,S,533.0
1,07/05/2024,Vente,210000.0,60.0,RUE,2020,MARECHAL LYAUTEY,3200.0,VICHY,03,310,AS,166,1,3.0,Dépendance,0.0,0.0,,
1,28/05/2024,Vente,150000.0,22.0,RUE,0780,DE CHAILLOT,25000.0,BESANCON,25,56,HV,250,2,2.0,Appartement,67.0,3.0,,
1,26/06/2024,Vente,378000.0,406.0,BD,1850,DE LA PLAGE,33120.0,ARCACHON,33,9,AD,139,1,3.0,Dépendance,0.0,0.0,,
1,18/04/2024,Vente,185000.0,626.0,CHE,0893,DES PINCHINADES,13170.0,LES PENNES MIRABEAU,13,71,CY,527,1,3.0,Dépendance,0.0,0.0,,
1,03/04/2024,Vente,140000.0,1.0,RTE,0407,DE VILLECHANTRIA,39320.0,VAL SURAN,39,485,ZB,282,0,3.0,Dépendance,0.0,0.0,P,5380.0
1,04/01/2024,Vente,256400.0,58.0,LOT,A112,MOULIN DU GUA 1,33440.0,AMBARES-ET-LAGRAVE,33,3,BN,138,0,1.0,Maison,88.0,5.0,S,598.0
1,30/01/2024,Vente,199000.0,5079.0,,B064,NESPOULET,81350.0,ANDOUQUE,81,13,A,1124,0,1.0,Maison,80.0,4.0,S,1000.0
1,04/03/2024,Vente,155000.0,15.0,IMP,0135,DE LA CHATAIGNERE,38480.0,ROMAGNIEU,38,343,ZH,158,0,3.0,Dépendance,0.0,0.0,S,523.0
1,31/01/2024,Vente,245000.0,97.0,AV,3140,EMILE COUNORD,33300.0,BORDEAUX,33,63,PT,64,1,2.0,Appartement,63.0,3.0,,
1,11/01/2024,Vente,80000.0,51.0,RUE,3890,DES TILLEULS,81100.0,CASTRES,81,65,AS,301,0,1.0,Maison,94.0,5.0,S,265.0
1,07/06/2024,Vente,205790.0,4.0,RUE,0482,DE GASCOGNE,69330.0,MEYZIEU,69,282,CP,3,1,1.0,Maison,97.0,5.0,,
1,25/06/2024,Vente,43000.0,4.0,IMP,0180,DES TROIS CHENES,24660.0,SANILHAC,24,312,BW,60,1,4.0,Local industriel. commercial ou assimilé,23.0,0.0,,
1,12/03/2024,Vente,570000.0,22.0,CRS,1875,DU CHAPEAU ROUGE,33000.0,BORDEAUX,33,63,KM,82,1,4.0,Local industriel. commercial ou assimilé,82.0,0.0,,
1,14/05/2024,Vente,644800.0,284.0,RTE,5685,DE SAINT ANTOINE,6200.0,NICE,06,88,CP,67,1,3.0,Dépendance,0.0,0.0,,
1,09/04/2024,Vente,183000.0,5.0,RUE,1652,DE LA CHAUSSEE FERREE,14000.0,CAEN,14,118,LP,83,3,3.0,Dépendance,0.0,0.0,,
1,27/06/2024,Vente,190000.0,31.0,RUE,0164,DES MAURES,69250.0,MONTANAY,69,284,AD,96,1,3.0,Dépendance,0.0,0.0,,
1,19/06/2024,Vente,62000.0,5148.0,,C365,LE BOURG ST HILAIRE,85600.0,MONTAIGU-VENDEE,85,146,AB,387,0,3.0,Dépendance,0.0,0.0,S,23.0
1,07/03/2024,Vente,194200.0,9.0,RTE,0097,DE PECCAVILLERS,88120.0,SYNDICAT (LE),88,462,E,407,0,3.0,Dépendance,0.0,0.0,S,500.0
1,19/03/2024,Vente,840000.0,43.0,RUE,9635,DE VERDUN,94220.0,CHARENTON-LE-PONT,94,18,D,81,1,3.0,Dépendance,0.0,0.0,,
1,22/01/2024,Vente,180000.0,13.0,RUE,0080,FREDERIC MISTRAL,4130.0,VOLX,04,245,AA,184,0,3.0,Dépendance,0.0,0.0,S,624.0
1,22/04/2024,Vente,63186.0,157.0,CHE,8088,DE LA SALADE PONSAN,31400.0,TOULOUSE,31,555,AB,470,1,3.0,Dépendance,0.0,0.0,,
1,22/03/2024,Vente,83000.0,114.0,AV,3790,GEORGES CLEMENCEAU,34500.0,BEZIERS,34,32,OX,566,1,3.0,Dépendance,0.0,0.0,,
1,29/03/2024,Vente,290000.0,22.0,AV,1820,MATHILDE EMILIE,93150.0,LE BLANC-MESNIL,93,7,AO,309,1,1.0,Maison,110.0,4.0,,
1,19/06/2024,Vente,285000.0,44.0,RUE,0046,FRANCISQUE GAILLOT,63200.0,SAINT-BONNET-PRES-RIOM,63,327,ZC,907,0,1.0,Maison,86.0,4.0,AG,700.0
1,06/06/2024,Vente,210000.0,16.0,ART,2809,ANCIENNE ROUTE DE NAVES,81100.0,CASTRES,81,65,DZ,189,0,3.0,Dépendance,0.0,0.0,L,1240.0
1,06/03/2024,Vente,42000.0,10.0,PL,0135,DE L EGLISE,71390.0,BUXY,71,70,AO,148,3,3.0,Dépendance,0.0,0.0,,
1,05/02/2024,Vente,99000.0,3.0,RUE,1700,DU QUATRE SEPTEMBRE,34200.0,SETE,34,301,BC,735,1,2.0,Appartement,35.0,1.0,,
1,26/01/2024,Vente,260000.0,14.0,AV,1000,DE LA REPUBLIQUE,95410.0,GROSLAY,95,288,AI,320,0,1.0,Maison,31.0,2.0,S,352.0
1,29/04/2024,Vente,200700.0,5.0,,B406,COETBILY,22240.0,PLURIEN,22,242,ZA,98,0,3.0,Dépendance,0.0,0.0,S,581.0
1,13/02/2024,Vente,238000.0,16.0,RUE,0809,JEAN GABIN,11200.0,LEZIGNAN-CORBIERES,11,203,AO,187,0,3.0,Dépendance,0.0,0.0,S,706.0
1,13/03/2024,Vente,165000.0,40.0,RUE,4815,DU MARATHON,14000.0,CAEN,14,118,HT,293,1,3.0,Dépendance,0.0,0.0,,
1,05/02/2024,Vente,285000.0,195.0,RUE,6200,PAUL BELLAMY,44000.0,NANTES,44,109,MV,666,1,2.0,Appartement,51.0,2.0,,
1,21/05/2024,Vente,40500.0,67.0,,B015,LE BOURG,24390.0,BADEFOLS-D ANS,24,21,AM,18,0,3.0,Dépendance,0.0,0.0,S,53.0
1,06/05/2024,Vente,1069700.0,20.0,RUE,0700,GUSTAVE CHARPENTIER,59170.0,CROIX,59,163,BC,31,0,1.0,Maison,252.0,8.0,AG,1790.0
1,23/05/2024,Vente,238950.0,14.0,RUE,6158,DU MARECHAL JOFFRE,92700.0,COLOMBES,92,25,AD,72,2,2.0,Appartement,40.0,2.0,,
1,06/02/2024,Vente,507990.0,11.0,IMP,0301,DES GENETS,83390.0,PIERREFEU-DU-VAR,83,91,AP,309,0,1.0,Maison,130.0,4.0,AG,800.0
1,19/04/2024,Vente,150000.0,96.0,RUE,0220,DES FLOTS BLEUS,83240.0,CAVALAIRE-SUR-MER,83,36,BO,61,2,3.0,Dépendance,0.0,0.0,,
1,13/05/2024,Vente,320000.0,17.0,RUE,4970,DE LA FRATERNITE,13250.0,SAINT CHAMAS,13,92,AC,48,0,3.0,Dépendance,0.0,0.0,S,141.0
1,28/05/2024,Vente,19500.0,24.0,CHE,0089,DE GARGANTUA,69570.0,DARDILLY,69,72,AO,400,1,3.0,Dépendance,0.0,0.0,,
1,28/02/2024,Vente,273000.0,8.0,,B671,VAUCOULEURS,22980.0,VILDE-GUINGALAN,22,388,B,1012,0,3.0,Dépendance,0.0,0.0,S,1103.0
1,21/03/2024,Vente,52000.0,145.0,RUE,0345,LATOUR PROLONGEE,60140.0,LIANCOURT,60,360,AD,373,2,3.0,Dépendance,0.0,0.0,,
1,18/06/2024,Vente,135000.0,15.0,AV,0105,PASTEUR,70000.0,ECHENOZ-LA-MELINE,70,207,AK,491,0,3.0,Dépendance,0.0,0.0,S,437.0
1,13/02/2024,Vente,210000.0,20.0,RUE,6650,DE SOUGERES,89000.0,AUXERRE,89,24,AM,484,0,1.0,Maison,109.0,4.0,S,1266.0
1,29/01/2024,Vente,155000.0,5006.0,,B033,LE BOURG,24560.0,FAUX,24,177,AA,35,0,3.0,Dépendance,0.0,0.0,T,1905.0
1,07/02/2024,Vente,153000.0,21.0,BD,7950,DE VERDUN,34500.0,BEZIERS,34,32,MR,289,1,3.0,Dépendance,0.0,0.0,,
1,03/05/2024,Vente,257000.0,7.0,RUE,0245,DU TREUIL,79400.0,EXIREUIL,79,114,AD,83,0,1.0,Maison,110.0,5.0,S,710.0
1,03/04/2024,Vente,3685000.0,62.0,RUE,8735,SAINT PLACIDE,75006.0,PARIS 06,75,106,BF,16,1,3.0,Dépendance,0.0,0.0,,
1,10/06/2024,Vente,575000.0,164.0,CHE,0306,DE CAMBAUD,83140.0,SIX-FOURS-LES-PLAGES,83,129,AY,1622,0,1.0,Maison,89.0,3.0,S,500.0
1,28/05/2024,Vente,202400.0,33.0,RLE,0115,DE LA BRASSERIE DEVISSE,80230.0,SAINT-VALERY-SUR-SOMME,80,721,AI,386,2,3.0,Dépendance,0.0,0.0,,
1,15/01/2024,Vente,255000.0,796.0,RTE,0700,DE LA PETITE BALME,74330.0,SILLINGY,74,272,AL,183,0,1.0,Maison,42.0,2.0,S,494.0
1,17/06/2024,Vente,217000.0,26.0,RUE,1740,CLAUDIUS PIONCHON,69003.0,LYON 3EME,69,383,DZ,19,1,2.0,Appartement,48.0,2.0,,
1,23/02/2024,Vente,75000.0,61.0,RES,A045,JARDINS D AURELIS -BAT F,27210.0,BEUZEVILLE,27,65,AI,75,1,3.0,Dépendance,0.0,0.0,,
1,30/05/2024,Vente,194490.0,4.0,COUR,0230,DEVAUX,77730.0,SAACY-SUR-MARNE,77,397,H,1406,0,1.0,Maison,136.0,4.0,S,50.0
1,05/06/2024,Vente,92754.82,5183.0,,B009,BOIS DE LA DAME,1320.0,VILLETTE-SUR-AIN,01,449,E,56,0,1.0,Maison,60.0,1.0,T,108000.0
1,24/01/2024,Vente,110000.0,2.0,RUE,1130,DES MARINIERS,77000.0,MELUN,77,288,AW,124,1,3.0,Dépendance,0.0,0.0,,
1,23/05/2024,Vente,1260000.0,121.0,RUE,7587,DE LA POMPE,75016.0,PARIS 16,75,116,EB,43,2,2.0,Appartement,45.0,1.0,,
1,19/03/2024,Vente,342000.0,8.0,SQ,0636,DE L'HIPPODROME,92210.0,SAINT-CLOUD,92,64,AC,95,1,3.0,Dépendance,0.0,0.0,,
1,18/06/2024,Vente,366000.0,90.0,AV,3555,DE LA FOUILLEUSE,92150.0,SURESNES,92,73,AP,239,2,2.0,Appartement,81.0,3.0,,
1,01/03/2024,Vente,1000000.0,342.0,RUE,0467,DE TIRE POIX,38660.0,SAINT-VINCENT-DE-MERCUZE,38,466,B,1765,0,4.0,Local industriel. commercial ou assimilé,24.0,0.0,AG,1926.0
1,17/01/2024,Vente,110000.0,58.0,RUE,0660,DE PARIS,72160.0,CONNERRE,72,90,AC,204,0,4.0,Local industriel. commercial ou assimilé,200.0,0.0,S,281.0
1,25/04/2024,Vente,350400.0,6518.0,RUE,0345,LOUIS HAASE,74230.0,THONES,74,280,J,1086,1,3.0,Dépendance,0.0,0.0,,
1,11/01/2024,Vente,108270.0,31.0,RUE,0570,GOUNOD,10100.0,ROMILLY SUR SEINE,10,323,AR,530,0,1.0,Maison,98.0,4.0,S,268.0
1,12/02/2024,Vente,98000.0,2.0,RUE,2450,FULBERT PILLET,47300.0,VILLENEUVE SUR LOT,47,323,EO,236,0,3.0,Dépendance,0.0,0.0,S,527.0
1,21/02/2024,Vente,135000.0,11.0,RUE,0040,DE LA FLAURETTE,39120.0,BALAISEAUX,39,34,ZA,55,0,1.0,Maison,106.0,4.0,S,1398.0
1,20/06/2024,Vente,219010.0,26.0,AV,2460,FLEURS,6000.0,NICE,06,88,KX,315,2,2.0,Appartement,50.0,4.0,,
1,13/05/2024,Vente,174000.0,1.0,,0150,LES NOIES PARONS,70270.0,MELISEY,70,339,D,853,0,4.0,Local industriel. commercial ou assimilé,106.0,0.0,S,556.0
1,14/03/2024,Vente,68250.0,219.0,RUE,0160,DU CHANTIER,80230.0,SAINT-VALERY-SUR-SOMME,80,721,AI,354,0,1.0,Maison,53.0,3.0,S,96.0
1,19/03/2024,Vente,107909.0,3.0,AV,0465,DE GADAGNE,69230.0,SAINT-GENIS-LAVAL,69,204,AS,134,2,3.0,Dépendance,0.0,0.0,,
1,21/06/2024,Vente,480000.0,163.0,CHE,0825,DES TOURDRES,83300.0,DRAGUIGNAN,83,50,E,315,0,3.0,Dépendance,0.0,0.0,S,500.0
1,07/02/2024,Vente,40000.0,5006.0,HAM,X001,LE TRONQUOY,2100.0,LESDINS,02,420,A,307,0,3.0,Dépendance,0.0,0.0,S,8804.0
1,02/02/2024,Vente,23000.0,15.0,RUE,0070,ALFRED CHARLIONNET,33400.0,TALENCE,33,522,BO,252,1,3.0,Dépendance,0.0,0.0,,
7,07/03/2024,Vente,727793.0,9001.0,PL,6099,LUCIEN SAMPAIX,93170.0,BAGNOLET,93,6,N,215,0,3.0,Dépendance,0.0,0.0,S,1428.0
1,09/01/2024,Vente,90400.0,19.0,BD,0710,CARNOT,41000.0,BLOIS,41,18,CW,321,1,3.0,Dépendance,0.0,0.0,,
1,26/01/2024,Vente,43000.0,12.0,RUE,2310,FONTANON,34000.0,MONTPELLIER,34,172,HR,59,2,4.0,Local industriel. commercial ou assimilé,34.0,0.0,,
1,28/02/2024,Vente,380000.0,49.0,RUE,5465,LEVIEUX,33000.0,BORDEAUX,33,63,IM,124,0,1.0,Maison,105.0,4.0,S,109.0
1,12/04/2024,Vente,490900.0,797.0,CHEM,0021,DE LA COTE,14600.0,GENNEVILLE,14,299,A,457,0,1.0,Maison,169.0,5.0,AG,4000.0
1,21/02/2024,Vente,180000.0,11.0,RUE,2760,DU PLANTY,44340.0,BOUGUENAIS,44,20,DH,261,0,1.0,Maison,74.0,3.0,S,446.0
1,04/04/2024,Vente,240400.0,53.0,AV,0072,DE L ARCHE,92400.0,COURBEVOIE,92,26,D,564,1,2.0,Appartement,25.0,1.0,,
1,18/06/2024,Vente,109000.0,7.0,ALL,8155,SAINTE BEUVE,26000.0,VALENCE,26,362,DH,99,2,3.0,Dépendance,0.0,0.0,,
1,04/01/2024,Vente,861380.0,10.0,AV,5280,LOUISE DE BETTIGNIES,92700.0,COLOMBES,92,25,D,32,0,1.0,Maison,110.0,5.0,S,242.0
1,14/03/2024,Vente,57000.0,1.0,RUE,0527,DE LA MOSELLE,54520.0,LAXOU,54,304,AP,240,1,2.0,Appartement,53.0,2.0,,
1,19/02/2024,Vente,59990.0,9.0,RUE,0200,DES ECOLES,18290.0,CHAROST,18,55,ZB,148,0,3.0,Dépendance,0.0,0.0,S,191.0
1,15/03/2024,Vente,173800.0,9003.0,RUE,0090,AUGUSTE BLANQUI,59250.0,HALLUIN,59,279,AN,775,0,3.0,Dépendance,0.0,0.0,S,12.0
1,04/06/2024,Vente,147500.0,9.0,ALL,3130,DES EFFES,94260.0,FRESNES,94,34,J,126,2,3.0,Dépendance,0.0,0.0,,
1,28/02/2024,Vente,45000.0,5144.0,,B266,FEUILLETIN,36400.0,ST CHRISTOPHE EN BOUCHERIE,36,186,F,291,0,1.0,Maison,73.0,3.0,S,745.0
1,23/01/2024,Vente,80000.0,15.0,RUE,1348,RABELAIS,62260.0,AUCHEL,62,48,AL,232,0,3.0,Dépendance,0.0,0.0,S,381.0
1,27/02/2024,Vente,107301.0,5.0,RUE,0780,DU MOULIN NEUF,39200.0,SAINT-CLAUDE,39,478,AL,153,0,2.0,Appartement,30.0,1.0,S,2355.0
1,29/02/2024,Vente,1252000.0,9052.0,,B419,MAS DES ENTORCHES,13104.0,ARLES,13,4,KR,67,0,1.0,Maison,70.0,3.0,S,1000.0
1,19/04/2024,Vente,146800.0,44.0,RUE,4463,SAINT BARTHELEMY,37100.0,TOURS,37,261,AS,691,1,3.0,Dépendance,0.0,0.0,,
1,29/04/2024,Vente,400000.0,30.0,MTE,0165,CASTELLANE,69140.0,RILLIEUX-LA-PAPE,69,286,AM,52,0,1.0,Maison,65.0,3.0,S,552.0
1,27/06/2024,Vente,10814215.0,32.0,RUE,1989,D EDEN,97435.0,SAINT-PAUL,974,15,CT,2791,0,2.0,Appartement,63.0,3.0,AB,419.0
1,13/02/2024,Vente,182400.0,47.0,RUE,0803,JULES FERRY,33210.0,LANGON,33,227,AI,212,0,4.0,Local industriel. commercial ou assimilé,74.0,0.0,S,540.0
1,01/02/2024,Vente,100000.0,63.0,BD,6200,DE LA MARNE,94210.0,SAINT-MAUR-DES-FOSSES,94,68,EO,129,1,3.0,Dépendance,0.0,0.0,,
1,29/02/2024,Vente,246000.0,4.0,BD,1540,VOLTAIRE,91290.0,ARPAJON,91,21,AH,262,2,3.0,Dépendance,0.0,0.0,,
1,22/03/2024,Vente,22500.0,26.0,RUE,3930,SAMONZET,64000.0,PAU,64,445,CP,677,1,4.0,Local industriel. commercial ou assimilé,14.0,0.0,,
1,28/06/2024,Vente,150000.0,5184.0,,B307,KERSABILIC,29710.0,POULDREUZIC,29,225,ZS,136,0,3.0,Dépendance,0.0,0.0,T,3868.0
1,21/06/2024,Vente,88000.0,77.0,RUE,7074,PEYSSONNEL,13003.0,MARSEILLE 3EME,13,203,E,8,2,2.0,Appartement,43.0,1.0,,
1,02/04/2024,Vente,220000.0,193.0,RUE,1395,DES TILLEULS,77270.0,VILLEPARISIS,77,514,AD,158,1,3.0,Dépendance,0.0,0.0,,
1,22/03/2024,Vente,280953.0,47.0,RUE,0050,DES BAS FOSSES,77260.0,LA FERTE SOUS JOUARRE,77,183,AI,114,0,2.0,Appartement,31.0,1.0,S,215.0
1,12/01/2024,Vente,180000.0,110.0,RTE,0009,DU BAMBOIS,88120.0,BASSE-SUR-LE-RUPT,88,37,B,1419,0,1.0,Maison,54.0,3.0,S,1464.0
1,31/05/2024,Vente,8800000.0,76.0,RUE,2980,DULONG,75017.0,PARIS 17,75,117,CI,29,0,3.0,Dépendance,0.0,0.0,S,260.0
