No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Section,No plan,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Surface terrain
1,09/02/2024,Vente,510800.0,4.0,IMP,0028,DE LA CHARTREUSE,38790.0,SAINT-GEORGES-D'ESPERANCHE,38,389,AR,610,0,3.0,Dépendance,0.0,0.0,S,1500.0
1,02/04/2024,Vente,120000.0,2.0,RUE,3090,SAINT PAUL,74960.0,ANNECY,74,10,AI,130,1,3.0,Dépendance,0.0,0.0,,
1,23/04/2024,Vente,23000.0,7.0,RUE,0119,NATIONALE,31210.0,MONTREJEAU,31,390,C,176,1,3.0,Dépendance,0.0,0.0,,
1,30/04/2024,Vente,180953.0,9.0,RUE,0880,SAINTE ROSE,97410.0,SAINT PIERRE,974,16,DS,513,1,2.0,Appartement,72.0,3.0,,
1,11/01/2024,Vente,340000.0,1044.0,RTE,0292,DE PERNES,84170.0,MONTEUX,84,80,B,175,0,1.0,Maison,131.0,4.0,T,4340.0
1,12/01/2024,Vente,145000.0,27.0,CHE,6364,DE TERRON,6200.0,NICE,06,88,NI,191,1,3.0,Dépendance,0.0,0.0,,
1,21/02/2024,Vente,435000.0,96.0,AV,9635,VICTOR HUGO,92170.0,VANVES,92,75,I,126,1,2.0,Appartement,64.0,3.0,,
1,28/06/2024,Vente,120000.0,5118.0,,B922,LE PRESSOIR,72290.0,MEZIERES SUR PONTHOUIN,72,196,A,140,0,3.0,Dépendance,0.0,0.0,S,3479.0
1,13/06/2024,Vente,120000.0,393.0,RTE,0022,TOURIST.DE CABRIERES RD100,84800.0,LAGNES,84,62,B,117,0,1.0,Maison,29.0,2.0,VE,1260.0
1,29/01/2024,Vente,87300.0,590.0,RUE,0066,DES BETTETS,73500.0,MODANE,73,157,F,1567,2,3.0,Dépendance,0.0,0.0,,
1,30/04/2024,Vente,41800.0,15.0,RUE,1120,GAMBETTA,10250.0,MUSSY SUR SEINE,10,261,D,622,0,3.0,Dépendance,0.0,0.0,S,59.0
1,29/04/2024,Vente,140000.0,13.0,BD,4740,JEAN JAURES,92100.0,BOULOGNE-BILLANCOURT,92,12,M,133,1,3.0,Dépendance,0.0,0.0,,
1,30/05/2024,Vente,430200.0,17.0,RUE,3080,DES SOURCES,3200.0,VICHY,03,310,BD,845,0,2.0,Appartement,14.0,1.0,S,119.0
1,22/04/2024,Vente,30109.0,7.0,RUE,0021,MARQUEDEVY,70000.0,FROTEY-LES-VESOUL,70,261,AK,728,0,3.0,Dépendance,0.0,0.0,S,97.0
1,22/01/2024,Vente,119100.0,24.0,,0175,GRANDE ALLEE,54220.0,MALZEVILLE,54,339,AD,168,1,2.0,Appartement,84.0,5.0,,
1,05/04/2024,Vente,266000.0,9.0,RUE,0069,BOTTICELLI,84130.0,LE PONTET,84,92,AP,103,0,1.0,Maison,86.0,4.0,S,474.0
1,07/06/2024,Vente,77500.0,41.0,RES,A015,DES BELLES DAMES,51120.0,SEZANNE,51,535,H,3292,0,1.0,Maison,80.0,5.0,S,434.0
1,26/06/2024,Vente,210800.0,3.0,RUE,0219,DES MYOSOTIS,49280.0,LA SEGUINIERE,49,332,AS,260,0,1.0,Maison,100.0,4.0,S,782.0
1,16/05/2024,Vente,254000.0,22.0,RUE,0275,PATRICIA PICOT,56890.0,SAINT-AVE,56,206,AS,256,1,3.0,Dépendance,0.0,0.0,,
1,23/01/2024,Vente,125000.0,188.0,AV,1546,DU DR RAYMOND VERGES,97450.0,SAINT-LOUIS,974,14,DK,627,1,3.0,Dépendance,0.0,0.0,,
1,23/02/2024,Vente,280175.0,25.0,RUE,5160,DE LA MADELEINE,17000.0,LA ROCHELLE,17,300,DP,337,4,2.0,Appartement,64.0,3.0,,
1,06/05/2024,Vente,157800.0,175.0,RUE,0107,JULIE DAUBIE,88140.0,BULGNEVILLE,88,79,ZE,226,0,1.0,Maison,125.0,6.0,S,874.0
10,07/03/2024,Vente,4014423.0,2.0,RUE,0640,DE LA BARRE NOUVELLE,93170.0,BAGNOLET,93,6,O,305,0,3.0,Dépendance,0.0,0.0,S,50783.0
1,18/06/2024,Vente,757400.0,10.0,LOT,A010,L'AIGUE VIVE,13790.0,ROUSSET,13,87,AE,198,0,1.0,Maison,100.0,4.0,S,1000.0
1,27/02/2024,Vente,193000.0,48.0,AV,4559,DU PONT JUVENAL,34000.0,MONTPELLIER,34,172,HL,596,2,3.0,Dépendance,0.0,0.0,,
1,25/04/2024,Vente,122531.0,46.0,RUE,0620,BALZAC,21000.0,DIJON,21,231,AN,119,3,3.0,Dépendance,0.0,0.0,,
1,21/05/2024,Vente,445000.0,14.0,RUE,6711,NELATON,75015.0,PARIS 15,75,115,DQ,12,2,2.0,Appartement,43.0,2.0,,
1,30/01/2024,Vente,1860000.0,14.0,RUE,1653,CERNUSCHI,75017.0,PARIS 17,75,117,BS,75,2,2.0,Appartement,158.0,7.0,,
1,20/03/2024,Vente,15000.0,6.0,RUE,4110,GARNIER,92200.0,NEUILLY-SUR-SEINE,92,51,AL,108,1,3.0,Dépendance,0.0,0.0,,
1,19/04/2024,Vente,196000.0,116.0,RUE,4287,DE LA PALEINE,49260.0,BELLEVIGNE-LES-CHATEAUX,49,60,AC,170,0,1.0,Maison,153.0,5.0,S,490.0
1,26/03/2024,Vente,350257.0,8.0,,B030,QUESNEL OUEST,97356.0,MONTSINERY-TONNEGRANDE,973,13,BC,13,0,4.0,Local industriel. commercial ou assimilé,108.0,0.0,VE,66660.0
1,15/04/2024,Vente,264420.0,45.0,AV,0025,DU JURA,1210.0,FERNEY-VOLTAIRE,01,160,AI,499,1,3.0,Dépendance,0.0,0.0,,
1,26/03/2024,Vente,66000.0,940.0,RTE,0042,DU CAMP D AMBEL,26190.0,SAINT-JEAN-EN-ROYANS,26,307,AP,221,1,2.0,Appartement,44.0,2.0,,
1,21/03/2024,Vente,115000.0,5.0,RUE,0028,ANDRE MAUROIS,76150.0,MAROMME,76,410,AE,707,2,2.0,Appartement,85.0,5.0,,
1,18/06/2024,Vente,17500.0,6035.0,,B055,COURTINES,15100.0,LES TERNES,15,235,A,58,0,3.0,Dépendance,0.0,0.0,T,335.0
1,16/03/2024,Vente,190000.0,10.0,,B110,LAUNAY - SAINT JEAN,50810.0,SAINT-JEAN-D'ELLE,50,492,C,1221,0,1.0,Maison,142.0,6.0,S,500.0
1,19/01/2024,Vente,63000.0,1.0,IMP,0598,DES CONSULS,34300.0,AGDE,34,3,KD,8,1,3.0,Dépendance,0.0,0.0,,
1,29/02/2024,Vente,65000.0,9003.0,CHE,0043,DE CHAUVEROCHE,25290.0,ORNANS,25,434,G,176,0,1.0,Maison,32.0,2.0,S,1360.0
1,13/01/2024,Vente,323000.0,30.0,RUE,0360,REMI GASCHET,28110.0,LUCE,28,218,AL,157,0,1.0,Maison,102.0,5.0,S,460.0
1,24/06/2024,Vente,78800.0,61.0,RUE,0760,ROUGE OIE,2110.0,BOHAIN-EN-VERMANDOIS,02,95,AD,246,0,1.0,Maison,93.0,5.0,S,145.0
1,08/03/2024,Vente,180000.0,56.0,QUAI,3901,JOSEPH GILLET,69004.0,LYON 4EME,69,384,AD,2,1,2.0,Appartement,34.0,2.0,,
1,19/03/2024,Vente,102500.0,19.0,RUE,1750,DES GRENETS,28000.0,CHARTRES,28,85,AI,451,2,3.0,Dépendance,0.0,0.0,,
1,03/04/2024,Vente en l'état futur d'achèvement,650000.0,105.0,BD,0537,DE LA REPUBLIQUE,77420.0,CHAMPS-SUR-MARNE,77,83,BK,8,1,3.0,Dépendance,0.0,0.0,,
1,11/04/2024,Vente,110000.0,10.0,RUE,0540,PIERRE MATHIEU,59570.0,BAVAY,59,53,AC,275,0,4.0,Local industriel. commercial ou assimilé,42.0,0.0,S,260.0
1,19/04/2024,Vente,185000.0,186.0,RUE,2909,LAMARTINE,62660.0,BEUVRY,62,126,AK,332,0,3.0,Dépendance,0.0,0.0,J,754.0
2,29/05/2024,Vente,275000.0,11.0,RUE,0840,CASTETNAU,64000.0,PAU,64,445,CS,17,3,3.0,Dépendance,0.0,0.0,,
1,27/02/2024,Vente,228900.0,31.0,RUE,0331,ARISTEE,34070.0,MONTPELLIER,34,172,PR,100,0,1.0,Maison,80.0,4.0,S,90.0
1,09/02/2024,Vente,25000.0,5.0,RUE,1191,CUIRASSE BRETAGNE,29200.0,BREST,29,19,AH,738,1,3.0,Dépendance,0.0,0.0,,
1,24/01/2024,Vente,300000.0,28.0,RUE,4885,PAUL BOUNIN,6100.0,NICE,06,88,EC,331,4,3.0,Dépendance,0.0,0.0,,
1,28/06/2024,Vente,2700000.0,27.0,RUE,2122,CLISSON,75013.0,PARIS 13,75,113,BK,2,0,2.0,Appartement,14.0,1.0,S,131.0
1,27/03/2024,Vente,310000.0,3.0,RUE,0385,DE LA CHAPELLE ST LAURENT,91410.0,DOURDAN,91,200,AN,220,0,3.0,Dépendance,0.0,0.0,S,763.0
1,26/06/2024,Vente,441000.0,90.0,RUE,6858,OBERKAMPF,75011.0,PARIS 11,75,111,AT,16,2,2.0,Appartement,49.0,3.0,,
1,05/04/2024,Vente,150000.0,8.0,PL,0445,MARTIN LUTHER KING,60150.0,THOUROTTE,60,636,AA,109,0,1.0,Maison,95.0,5.0,S,383.0
1,15/04/2024,Vente,200000.0,84.0,RUE,0730,NATIONALE,74500.0,EVIAN-LES-BAINS,74,119,AH,128,1,2.0,Appartement,65.0,2.0,,
1,16/04/2024,Vente,260000.0,33.0,RUE,3970,DE MERVILLE,56100.0,LORIENT,56,121,DE,233,0,1.0,Maison,150.0,6.0,S,156.0
1,24/06/2024,Vente,600000.0,5047.0,RUE,0226,DE JONCHAIN NORD,38150.0,SALAISE-SUR-SANNE,38,468,AH,1047,1,4.0,Local industriel. commercial ou assimilé,75.0,0.0,,
1,07/05/2024,Vente,1996991.6,467.0,,B027,AU CHAMEAU,74160.0,ARCHAMPS,74,16,AM,135,0,3.0,Dépendance,0.0,0.0,AG,1021.0
1,12/04/2024,Vente,90000.0,5.0,RUE,0056,JEAN MOULIN,2800.0,ACHERY,02,2,AC,280,0,1.0,Maison,111.0,5.0,S,525.0
1,02/02/2024,Vente,6400.0,296.0,RUE,0053,DE LA DUCHE,73440.0,LES BELLEVILLE,73,257,H,1130,1,3.0,Dépendance,0.0,0.0,,
1,30/05/2024,Vente,360000.0,1.0,LOT,A203,LE COTEAU DU VILLAGE,1090.0,GENOUILLEUX,01,169,B,826,0,1.0,Maison,102.0,3.0,S,1019.0
1,19/01/2024,Vente,120000.0,364.0,CHE,0104,DU VAL,14590.0,MOYAUX,14,460,ZE,41,0,1.0,Maison,80.0,5.0,AG,1907.0
2,21/06/2024,Echange,3000.0,31.0,RUE,5995,MARCADET,75018.0,PARIS 18,75,118,CF,16,1,3.0,Dépendance,0.0,0.0,,
1,16/01/2024,Vente,148000.0,22.0,RUE,0015,GIBERT,10240.0,DAMPIERRE,10,121,E,455,0,3.0,Dépendance,0.0,0.0,S,776.0
1,25/03/2024,Vente,169900.0,25.0,RUE,0160,DE LA CHARITE,88150.0,THAON-LES-VOSGES,88,465,AB,24,0,1.0,Maison,110.0,6.0,S,491.0
1,12/06/2024,Vente,10000.0,5448.0,,A255,IMM LES HAMEAUX DE VAL D I,73150.0,VAL-D ISERE,73,304,AE,76,1,3.0,Dépendance,0.0,0.0,,
1,15/05/2024,Vente,133190.0,1.0,RUE,3755,RAYNAUD,63000.0,CLERMONT FERRAND,63,113,HS,17,1,3.0,Dépendance,0.0,0.0,,
1,25/03/2024,Vente,20000.0,36.0,BD,0490,CHARLES DE GAULLE,95110.0,SANNOIS,95,582,AH,410,1,3.0,Dépendance,0.0,0.0,,
1,18/03/2024,Vente,232500.0,19.0,RUE,0635,PER JAKES HELIAS,29180.0,PLOGONNEC,29,169,AA,222,0,1.0,Maison,99.0,4.0,S,500.0
1,16/01/2024,Vente,87000.0,8.0,SQ,1216,FONTAINE BELLERIE,60000.0,BEAUVAIS,60,57,CA,29,2,3.0,Dépendance,0.0,0.0,,
1,17/06/2024,Vente,516950.0,32.0,AV,4760,DE JOINVILLE,94130.0,NOGENT-SUR-MARNE,94,52,U,112,2,3.0,Dépendance,0.0,0.0,,
1,29/02/2024,Vente,60000.0,174.0,CHE,0500,DE LA TOUR DE BEAUCOTRAY,3240.0,ROCLES,03,214,ZC,18,0,1.0,Maison,274.0,9.0,BR,9500.0
1,26/04/2024,Vente,160000.0,576.0,AV,1170,DU ROSSIGNOL,62610.0,ARDRES,62,38,AX,498,0,1.0,Maison,77.0,2.0,S,1000.0
1,23/02/2024,Vente,243000.0,23.0,RUE,0015,DE BESANCON,25320.0,MONTFERRAND LE CHATEAU,25,397,AL,207,0,1.0,Maison,93.0,5.0,AG,660.0
1,27/06/2024,Vente,10814215.0,32.0,RUE,1989,D EDEN,97435.0,SAINT-PAUL,974,15,CT,2791,0,3.0,Dépendance,0.0,0.0,AB,419.0
1,24/05/2024,Vente,170000.0,13.0,RUE,0890,GAZET DE LA NOE,44310.0,LIMOUZINIERE (LA),44,83,ZN,95,0,1.0,Maison,80.0,5.0,S,1029.0
1,10/06/2024,Vente,151360.0,14.0,ALL,0550,FLEURIE,24370.0,CARLUX,24,81,C,2004,1,2.0,Appartement,79.0,4.0,,
1,19/01/2024,Vente,376950.0,5071.0,RUE,0380,DE L OCTROI,38780.0,SEPTEME,38,480,AE,71,0,3.0,Dépendance,0.0,0.0,S,492.0
1,10/04/2024,Vente,515000.0,8.0,RUE,9005,DU SOLEIL,75020.0,PARIS 20,75,120,AH,4,0,2.0,Appartement,15.0,1.0,S,145.0
1,22/03/2024,Vente,96000.0,76.0,CHE,1280,DE LA TRAILLE,84700.0,SORGUES,84,129,CX,1,1,3.0,Dépendance,0.0,0.0,,
1,17/01/2024,Vente,41000.0,5.0,RUE,0080,DES ARCHERS,51200.0,EPERNAY,51,230,BI,538,3,2.0,Appartement,7.0,0.0,,
1,29/04/2024,Vente,1150000.0,5.0,RUE,1803,CHAM. DE LA MARE AUX LOUPS,91190.0,GIF SUR YVETTE,91,272,BL,112,0,1.0,Maison,30.0,3.0,AG,9979.0
1,14/06/2024,Vente,95000.0,3.0,RUE,0057,DE LA MARE,86600.0,SAINT-SAUVANT,86,244,ZT,46,0,3.0,Dépendance,0.0,0.0,S,853.0
1,15/05/2024,Vente,680150.0,20.0,ALL,0625,DES LAURIERS,73000.0,MONTAGNOLE,73,160,AI,115,0,1.0,Maison,123.0,5.0,AG,1797.0
1,24/05/2024,Vente,320000.0,5729.0,,B321,GRATECAP,82160.0,CAYLUS,82,38,I,253,0,3.0,Dépendance,0.0,0.0,S,795.0
1,21/06/2024,Vente,120000.0,1.0,RUE,0170,PASTEUR,60160.0,THIVERNY,60,635,AA,92,1,3.0,Dépendance,0.0,0.0,,
1,09/02/2024,Vente,185000.0,5.0,RUE,0053,DU CORMIER,49130.0,STE GEMMES SUR LOIRE,49,278,AM,1349,0,3.0,Dépendance,0.0,0.0,S,558.0
1,29/03/2024,Vente,137405.0,198.0,ALL,0210,DES ECUREUILS,34980.0,SAINT-GELY-DU-FESC,34,255,BA,2,1,3.0,Dépendance,0.0,0.0,,
1,01/02/2024,Vente,168000.0,25.0,RUE,1120,BOSQUET,75007.0,PARIS 07,75,107,BW,46,1,3.0,Dépendance,0.0,0.0,,
1,19/01/2024,Vente,7000.0,14.0,RUE,1131,DU STADE,77340.0,PONTAULT COMBAULT,77,373,AL,56,1,3.0,Dépendance,0.0,0.0,,
1,29/02/2024,Vente,27226000.0,85.0,AV,4063,DU GENERAL LECLERC,75014.0,PARIS 14,75,114,BU,5,0,4.0,Local industriel. commercial ou assimilé,102.0,0.0,S,1465.0
1,29/03/2024,Vente,560000.0,1410.0,RTE,0145,DE CAGNES,6140.0,VENCE,06,157,BZ,72,0,2.0,Appartement,110.0,4.0,J,300.0
1,14/06/2024,Vente,115000.0,1.0,MTE,0220,DU CALVAIRE,49500.0,SEGRE-EN-ANJOU BLEU,49,331,AL,148,0,1.0,Maison,78.0,5.0,S,177.0
1,24/01/2024,Vente,7000.0,66.0,PL,0515,YVES DERET,3290.0,DOMPIERRE-SUR-BESBRE,03,102,AH,134,0,4.0,Local industriel. commercial ou assimilé,100.0,0.0,S,145.0
1,10/02/2024,Vente,125000.0,18.0,CHE,0020,DE CHAMPBERTRAND,89100.0,ROSOY,89,326,AA,117,0,1.0,Maison,80.0,3.0,S,500.0
1,15/03/2024,Vente,140050.0,167.0,AV,0265,PIERRE SEMARD,4220.0,SAINTE-TULLE,04,197,AK,245,0,1.0,Maison,94.0,4.0,S,59.0
1,27/05/2024,Vente,180000.0,24.0,RUE,0086,TORSE,17170.0,COURCON,17,127,AC,796,0,3.0,Dépendance,0.0,0.0,S,520.0
1,26/01/2024,Vente,140000.0,3.0,RUE,0172,DU CARROIR,41150.0,VALLOIRE-SUR-CISSE,41,55,AE,236,0,3.0,Dépendance,0.0,0.0,S,23.0
1,16/05/2024,Vente,248000.0,69.0,RUE,0650,DU DOCTEUR FATON,41100.0,VENDOME,41,269,AO,279,0,3.0,Dépendance,0.0,0.0,J,522.0
1,09/04/2024,Vente,120000.0,5.0,RTE,0020,DEPARTEMENTALE 119,9100.0,LES ISSARDS,09,145,A,792,0,3.0,Dépendance,0.0,0.0,S,1000.0
1,19/01/2024,Vente,50350.0,25.0,RUE,0007,DE LA GARE,3270.0,HAUTERIVE,03,126,AB,70,1,3.0,Dépendance,0.0,0.0,,
1,22/05/2024,Vente,560311.0,2.0,RUE,4147,JOLIOT CURIE,13960.0,SAUSSET-LES-PINS,13,104,AV,195,2,1.0,Maison,85.0,4.0,,
1,07/03/2024,Vente,54500.0,6.0,RUE,0310,GENERAL FRERE,54500.0,VANDOEUVRE LES NANCY,54,547,AC,347,1,2.0,Appartement,19.0,1.0,,
1,31/05/2024,Vente,211000.0,47.0,RTE,0780,DE MAROMME,76130.0,MONT-SAINT-AIGNAN,76,451,AY,165,4,3.0,Dépendance,0.0,0.0,,
1,10/06/2024,Vente,104000.0,93.0,RUE,3440,DE LA PAPETERIE,91100.0,CORBEIL ESSONNES,91,174,BK,632,1,2.0,Appartement,38.0,1.0,,
1,06/03/2024,Vente,102000.0,26.0,RUE,0210,DU LUXEMBOURG,54490.0,PIENNES,54,425,AD,597,0,2.0,Appartement,32.0,1.0,S,492.0
1,30/04/2024,Vente,45000.0,3.0,RUE,0960,DU DOCTEUR CHALLIER,3200.0,VICHY,03,310,AE,727,1,2.0,Appartement,38.0,2.0,,
1,26/02/2024,Vente,35625.0,5.0,RUE,0560,DE MONTBELIARD,25150.0,PONT-DE-ROIDE,25,463,AR,352,2,2.0,Appartement,55.0,2.0,,
1,12/06/2024,Vente,42000.0,2.0,RUE,2940,DES LAURIERS,66000.0,PERPIGNAN,66,136,BI,10,1,2.0,Appartement,30.0,1.0,,
1,27/02/2024,Vente,120930.0,14.0,CHE,1727,DU CIMETIERE,40600.0,BISCARROSSE,40,46,AC,553,1,2.0,Appartement,43.0,2.0,,
1,09/03/2024,Vente,167000.0,33.0,RUE,1530,LOUIS DEBRONS,15000.0,AURILLAC,15,14,BM,185,0,2.0,Appartement,24.0,1.0,S,270.0
1,15/05/2024,Vente,210000.0,44.0,RUE,0335,DE LA PIE,72250.0,BRETTE LES PINS,72,47,AI,65,0,1.0,Maison,104.0,4.0,S,500.0
1,08/04/2024,Vente,295000.0,19.0,RUE,0021,DE FOUG,54200.0,CHOLOY-MENILLOT,54,128,AD,113,0,3.0,Dépendance,0.0,0.0,S,500.0
1,01/03/2024,Vente,105000.0,13.0,RUE,0160,DES TILLEULS,70400.0,VYANS-LE-VAL,70,579,AB,23,0,1.0,Maison,91.0,5.0,S,386.0
1,22/05/2024,Vente,110000.0,9001.0,RES,A031,ARAGO,59120.0,LOOS,59,360,AE,400,1,2.0,Appartement,38.0,2.0,,
1,21/06/2024,Vente,120000.0,35.0,RUE,0560,DU ONZE NOVEMBRE 1918,72310.0,BESSE SUR BRAYE,72,35,AB,40,0,1.0,Maison,73.0,4.0,S,325.0
1,25/01/2024,Vente,75100.0,11.0,RUE,0750,DE LA CHAINE,41000.0,BLOIS,41,18,DE,615,1,3.0,Dépendance,0.0,0.0,,
1,21/06/2024,Vente,256000.0,29.0,RUE,0600,DESAIX,78800.0,HOUILLES,78,311,AE,463,1,3.0,Dépendance,0.0,0.0,,
1,01/02/2024,Adjudication,210000.0,818.0,RUE,0240,DES CHALVERGNES,77120.0,MOUROUX,77,320,ZI,204,0,1.0,Maison,128.0,6.0,AG,1000.0
1,23/05/2024,Vente,190000.0,13.0,RUE,0318,VICTOR HUGO,2830.0,SAINT MICHEL,02,684,AC,399,0,1.0,Maison,61.0,2.0,S,325.0
1,13/06/2024,Vente,336540.0,76.0,RUE,0817,BELGRAND,75020.0,PARIS 20,75,120,BK,9,1,3.0,Dépendance,0.0,0.0,,
1,28/05/2024,Vente,187500.0,10.0,QUAI,0034,ANTONIN GROS,34340.0,MARSEILLAN,34,150,BW,200,1,2.0,Appartement,33.0,2.0,,
1,25/01/2024,Vente,54000.0,2.0,PL,0040,DE L ABBATIALE,53600.0,EVRON,53,97,AK,100,0,1.0,Maison,102.0,4.0,S,127.0
1,20/06/2024,Vente,180500.0,34.0,CHE,0300,GALLIAS (STE ANNE),97437.0,SAINT-BENOIT,974,10,BX,1490,0,1.0,Maison,66.0,3.0,S,280.0
1,16/02/2024,Vente,705000.0,42.0,RUE,0115,DU CORMIER,35510.0,CESSON-SEVIGNE,35,51,BH,278,0,1.0,Maison,159.0,6.0,S,608.0
1,18/04/2024,Vente,135000.0,11.0,RUE,5150,MICHELET,82000.0,MONTAUBAN,82,121,BM,228,1,2.0,Appartement,60.0,2.0,,
1,18/01/2024,Vente,523000.0,34.0,RUE,0191,JEAN-MARIE PELT,17138.0,SAINT-XANDRE,17,414,ZH,1826,0,3.0,Dépendance,0.0,0.0,S,270.0
1,11/04/2024,Vente,283800.0,34.0,RUE,0330,HENRI PETERS,59520.0,MARQUETTE-LEZ-LILLE,59,386,A,197,0,1.0,Maison,92.0,6.0,S,267.0
1,22/02/2024,Vente,154000.0,108.0,AV,6400,DE TARASCON,84000.0,AVIGNON,84,7,HP,284,2,3.0,Dépendance,0.0,0.0,,
1,23/01/2024,Vente,174000.0,5356.0,,B002,LES ALVERNHES,12480.0,SAINT-IZAIRE,12,228,G,621,0,1.0,Maison,90.0,4.0,S,165.0
1,13/01/2024,Vente,95000.0,9.0,RUE,0210,DE L ECHELLIER,45230.0,SAINTE-GENEVIEVE-DES-BOIS,45,278,AB,110,0,1.0,Maison,101.0,6.0,J,733.0
1,15/04/2024,Vente,412240.0,5931.0,,B053,PETITE PANISSE,30220.0,SAINT-LAURENT-D AIGOUZE,30,276,B,725,0,1.0,Maison,135.0,3.0,T,3083.0
1,24/02/2024,Vente,126000.0,22.0,BD,0623,JEAN MOULIN - ESQUIBIEN,29770.0,AUDIERNE,29,3,AC,193,1,2.0,Appartement,48.0,3.0,,
1,13/02/2024,Vente,225000.0,22.0,AV,1880,JULES FERRY,30133.0,LES ANGLES,30,11,AL,360,2,3.0,Dépendance,0.0,0.0,,
1,25/04/2024,Vente,283000.0,5.0,RUE,0055,DES BLEUETS,90800.0,BAVILLIERS,90,8,AM,217,0,1.0,Maison,113.0,4.0,S,777.0
1,31/05/2024,Vente,237300.0,13.0,AV,0600,GEORGES POMPIDOU,40270.0,GRENADE-SUR-L'ADOUR,40,117,J,880,0,1.0,Maison,115.0,5.0,S,876.0
1,14/05/2024,Vente,136800.0,18.0,RUE,1190,DU MOULIN A VENT,69200.0,VENISSIEUX,69,259,AA,7,1,2.0,Appartement,22.0,1.0,,
1,29/03/2024,Vente,55000.0,37.0,RUE,9337,DE TOLBIAC,75013.0,PARIS 13,75,113,CG,26,1,3.0,Dépendance,0.0,0.0,,
1,25/04/2024,Vente,163900.0,19.0,RUE,0710,DE LA FERTE,40100.0,DAX,40,88,BE,258,0,3.0,Dépendance,0.0,0.0,S,178.0
1,08/04/2024,Vente,10000.0,7.0,SQ,3781,SAINT JEAN,62000.0,ARRAS,62,41,BE,397,1,3.0,Dépendance,0.0,0.0,,
1,31/05/2024,Vente,752500.0,172.0,PAS,6267,DES PINEDES,30900.0,NIMES,30,189,CA,107,0,3.0,Dépendance,0.0,0.0,VE,4006.0
1,22/04/2024,Vente,680000.0,67.0,VOIE,6770,ROMAINE,6000.0,NICE,06,88,HC,26,0,3.0,Dépendance,0.0,0.0,S,183.0
1,08/04/2024,Vente,259000.0,347.0,RUE,0160,CHARLES SAINT VENANT,59790.0,RONCHIN,59,507,AC,27,0,1.0,Maison,97.0,4.0,S,211.0
2,24/05/2024,Vente,165000.0,5086.0,,B101,PINZALONE,20253.0,FARINOLE,2B,109,C,564,2,1.0,Maison,60.0,3.0,,
1,15/03/2024,Vente,274600.0,17.0,BD,3665,DU GEN DE LARMINAT,34500.0,BEZIERS,34,32,NW,507,0,1.0,Maison,104.0,5.0,S,171.0
1,12/01/2024,Vente,1247000.0,46.0,RUE,2453,CROIX DES PETITS CHAMPS,75001.0,PARIS 01,75,101,AR,6,3,2.0,Appartement,72.0,3.0,,
1,25/04/2024,Vente,300000.0,5.0,,B116,LA RICHE,16700.0,BIOUSSAC,16,44,ZP,45,0,1.0,Maison,108.0,3.0,BT,40145.0
1,26/04/2024,Vente,100000.0,19.0,PL,0090,DU GENERAL DE GAULLE,62840.0,FLEURBAIX,62,338,AO,344,0,4.0,Local industriel. commercial ou assimilé,40.0,0.0,S,40.0
1,15/02/2024,Vente,200000.0,9018.0,AV,0777,DU GENERAL DE GAULLE,85200.0,FONTENAY-LE-COMTE,85,92,BL,3,0,4.0,Local industriel. commercial ou assimilé,382.0,0.0,S,564.0
1,27/06/2024,Vente,90000.0,5232.0,,B022,LE BOURG,86450.0,LEIGNE-LES-BOIS,86,125,AT,313,0,3.0,Dépendance,0.0,0.0,S,489.0
1,05/02/2024,Vente,76000.0,512.0,RUE,2900,NICOLAS PARENT,73000.0,CHAMBERY,73,65,BZ,66,1,2.0,Appartement,56.0,2.0,,
1,28/06/2024,Vente,194000.0,4.0,RUE,0960,DE LA STATION,78510.0,TRIEL SUR SEINE,78,624,AY,295,3,2.0,Appartement,100.0,2.0,,
1,12/06/2024,Vente,124700.0,56.0,RUE,0820,DE CHALEZEULE,25000.0,BESANCON,25,56,CM,349,3,3.0,Dépendance,0.0,0.0,,
1,28/05/2024,Vente,28000.0,5027.0,RTE,0018,DU FOUR A CHAUX,34260.0,SAINT-ETIENNE-ESTRECHOUX,34,252,AE,275,0,3.0,Dépendance,0.0,0.0,T,1360.0
1,26/06/2024,Vente,760000.0,63.0,RUE,4840,LIONNAISE,49100.0,ANGERS,49,7,HL,15,0,2.0,Appartement,29.0,1.0,S,166.0
1,15/03/2024,Vente,159000.0,2736.0,RTE,2330,DE COURBESSAC,30000.0,NIMES,30,189,AK,40,0,3.0,Dépendance,0.0,0.0,S,123.0
1,08/03/2024,Vente,222400.0,1.0,RUE,0018,DES FONTAINES,25300.0,GRANGES NARBOZ,25,293,AC,99,3,3.0,Dépendance,0.0,0.0,,
1,09/04/2024,Vente,288000.0,10.0,RUE,0295,DES MOUSQUETAIRES,77120.0,MAUPERTHUIS,77,281,B,875,0,1.0,Maison,100.0,5.0,S,398.0
1,16/02/2024,Vente,32456.0,18.0,AV,0123,DU NORD,31210.0,MONTREJEAU,31,390,B,447,2,2.0,Appartement,63.0,4.0,,
1,29/01/2024,Vente,79500.0,2.0,RUE,0045,DES JARDINS,79140.0,COMBRAND,79,96,AL,67,0,1.0,Maison,80.0,3.0,S,99.0
